"user","assistant"
"HarborShield P&C (HSHD) trades at 0.9x P/B. Forecast ROE is 11%, cost of equity 9%, payout ratio 40%. Combined ratio is 96% including 1.5 pts reserve releases; catastrophe load 3 pts. Investment yield is 3.2% (duration 4), with rates +50 bps expected next year. Using justified P/B, is 0.9x a mispricing? Key pitfalls?","- Setup
- Retention b = 60% ⇒ g = b × ROE = 0.60 × 11% = 6.6%.
- Justified P/B (clean surplus, stable growth): P/B = (ROE − g) / (r − g).
- Headline valuation (using 11% ROE)
- P/B = (11% − 6.6%) / (9% − 6.6%) = 4.4% / 2.4% ≈ 1.83x.
- Versus 0.9x market → suggests material undervaluation.
- Quality adjustments
- Reserve releases: 1.5 pts in CR likely inflated underwriting margin. Removing releases pushes CR to ~97.5% and lowers sustainable ROE.
- Rate tailwind: With duration ~4, only a fraction reprices in year 1; a +50 bps parallel shift may lift portfolio yield ~10–15 bps near-term, modestly supporting ROE.
- Net sustainable ROE assumption: ~10% (−~1% from release normalization, +~0.2–0.3% from higher NII).
- Adjusted valuation (using 10% ROE)
- g = 0.60 × 10% = 6.0%.
- P/B = (10% − 6.0%) / (9% − 6.0%) = 4.0% / 3.0% ≈ 1.33x.
- Still >0.9x → ~35% discount versus adjusted fair value.
- Cross-check considerations
- If pricing softens or cats run above load, sustainable ROE could drift toward r (9%). With ROE ≈ r and g ≈ 5–6%, justified P/B approaches ~1.0x, closer to current price.
- Capital intensity: Growth consumes equity; if actual growth > g, external capital or elevated payout cuts could reduce justified P/B.
- Conclusion
- Base case: 0.9x appears too low; justified P/B of ~1.3x on normalized assumptions. Upside contingent on reserve adequacy and rate tailwinds flowing through NII.
- Key pitfalls
- Reserve risk: Prior releases may mask deficiency; adverse development would cut ROE and P/B.
- Cat volatility: Frequency/severity clustering can erase underwriting margin.
- Reinvestment/A-L mismatch: Slower asset roll-through delays NII uplift; AOCI sensitivity to rates.
- Competitive cycle: Softening pricing raises CR.
- Regulatory capital: Higher RBC/Solvency capital needs constrain dividends/growth, lowering g and fair P/B."
"Lumina Outlet Co., an off-price apparel retailer, has current BVPS of $12. Forecast ROE: Year 1: 18%, Year 2: 16%, Year 3: 14%, then 12% perpetually. Dividend payout is 40% throughout; cost of equity 10%. Clean surplus holds, no net issuance. Current price is $21. Using residual income, estimate intrinsic value per share and say if it’s mispriced.","- Inputs: B0 = 12; r = 10%; payout = 40% (retention = 60%)
- Residual income (RI_t) = (ROE_t − r) × B_{t−1}
- Book value evolves: B_t = B_{t−1} × [1 + ROE_t × retention]
Step 1: Year-by-year RIs and book values
- Year 1:
- RI1 = (0.18 − 0.10) × 12 = 0.96
- B1 = 12 × [1 + 0.18 × 0.6] = 13.296
- Year 2:
- RI2 = (0.16 − 0.10) × 13.296 = 0.798
- B2 = 13.296 × [1 + 0.16 × 0.6] = 14.572
- Year 3:
- RI3 = (0.14 − 0.10) × 14.572 = 0.583
- B3 = 14.572 × [1 + 0.14 × 0.6] = 15.808
Step 2: Continuing value at t=3
- From Year 4 onward: ROE = 12%, retention = 60% → g_B = ROE × retention = 7.2%
- RI4 = (0.12 − 0.10) × B3 = 0.02 × 15.808 = 0.316
- CV3 = RI4 / (r − g_B) = 0.316 / (0.10 − 0.072) ≈ 11.29
Step 3: Present value of RIs and CV (r = 10%)
- PV(RI1) = 0.96 / 1.10 = 0.873
- PV(RI2) = 0.798 / 1.10^2 = 0.659
- PV(RI3) = 0.583 / 1.10^3 = 0.438
- PV(CV3) = 11.29 / 1.10^3 ≈ 8.48
- Sum PV(RI stream) ≈ 0.873 + 0.659 + 0.438 + 8.48 = 10.45
Intrinsic value (RI model)
- V0 = B0 + PV(RIs + CV) = 12 + 10.45 ≈ $22.45
Conclusion
- Intrinsic value ≈ $22.45 vs. price $21 → ~7% undervalued.
- Key sensitivities for retail: long-run ROE vs. cost of equity (merchandising/inventory discipline), and retention policy; a lower terminal ROE quickly compresses RI and fair value."
"StoneBay Residential REIT projects 2025 NOI of $520m (+$40m JVs) and $35m stabilized NOI from developments. Market cap rate: 5.4%. Net debt (after cash): $4.0b; preferred equity: $600m (treat as debt). Shares: 210m. Stock at $31. Estimate NAV/share and assess discount/premium. Discuss key valuation sensitivities.","- Normalize NOI:
- Core NOI: $520m
- JV NOI (proportionate): $40m
- Development stabilized NOI: $35m
- Total stabilized NOI = $595m
- Gross asset value (GAV) via cap rate:
- GAV ≈ $595m / 5.4% = ~$11.02b
- Capital structure adjustments:
- Net debt (already net of cash): $4.0b
- Preferred equity (treat as debt-like): $0.6b
- Equity value (NAV) ≈ $11.02b − $4.0b − $0.6b = ~$6.42b
- NAV per share:
- ~$6.42b / 210m ≈ $30.6
- Valuation vs price:
- Stock at $31 implies ~1–2% premium to NAV (31 / 30.6 − 1 ≈ +1.4%).
- Conclusion: roughly fairly valued with slight premium.
Key sensitivities and considerations:
- Cap rate: Highly convex. A ±25 bps move shifts NAV materially:
- At 5.15% cap: NAV/sh ≈ $33.1 (+~$2.5)
- At 5.65% cap: NAV/sh ≈ $28.3 (−~$2.3)
- Development risk: If the $35m stabilized NOI is delayed or excluded, GAV falls by ~$0.65b; NAV/sh ~ $30.6 − ($0.648b / 210m) ≈ $27.5 (−~$3.1).
- Funding mix: Pref equity at 6% is costly; refinancing or conversion dynamics affect equity value and dividend capacity.
- JV alignment: Proportionate NOI assumes stable JV leverage; incremental JV debt would reduce look-through equity.
- Macro/rent growth: Apartment rent regulation and wage/rate trends drive NOI durability; a weaker leasing season or higher insurance/taxes could compress NOI and widen cap rates.
Bottom line: Base-case NAV ≈ $30.6/sh; at $31, shares trade near fair value. Upside relies on cap rate compression and on-time development stabilization; downside from higher rates or slower net operating income growth."
"BlueQuay Re (P&C) reports combined ratio 95% including 2pts reserve releases. Premiums/equity 1.6x; assets/equity 3.2x; portfolio yield 3.0%; tax rate 21%. Shares trade at 1.5x book; cost of equity 9%; long-term growth 3%. Normalize underwriting, estimate sustainable ROE and justified P/B, then state if valuation is rich or cheap.","- Normalize underwriting:
- Reported CR = 95% with 2 pts of reserve releases → underlying CR ≈ 97%.
- Underwriting margin ≈ 3% (1 − 0.97).
- ROE build (after tax at 21%):
- Underwriting ROE ≈ margin × premiums/equity × (1 − t)
- ≈ 3% × 1.6 × 0.79 = 3.8%.
- Investment ROE ≈ yield × assets/equity × (1 − t)
- ≈ 3.0% × 3.2 × 0.79 = 7.6%.
- Sustainable ROE ≈ 3.8% + 7.6% ≈ 11.4%.
- Justified P/B (stable growth residual-income identity):
- P/B_just ≈ (ROE − g) / (r − g)
- ≈ (11.4% − 3%) / (9% − 3%) = 8.4% / 6% ≈ 1.4x.
- Valuation call:
- Trading at 1.5x vs justified ~1.4x → modestly rich (~7% premium).
- The premium could be warranted if:
- Investment yield rises (e.g., +50 bps lift increases after-tax investment ROE by ~1.3 pp; P/B_just drifts toward ~1.45–1.5x).
- Underlying underwriting improves (ex-reserve releases), or mix shift reduces catastrophe volatility.
- Risks and cross-checks:
- Reserve releases are non-recurring; if underlying CR drifts above 97%, ROE falls and justified P/B declines.
- Asset risk: spread widening or credit losses could pressure the 3.0% yield.
- Capital adequacy (not provided) matters: higher leverage inflates ROE but increases tail risk; a lower RBC buffer would argue for a discount.
Conclusion: On normalized assumptions, BlueQuay Re appears slightly overvalued at 1.5x book unless there’s clear visibility on higher investment yields or structurally lower combined ratios."
"Sunridge Exploration, an upstream oil producer, trades at 4.8x EV/EBITDA on LTM. Net debt $2.0bn (no preferred), ARO $700m (PV). LTM EBITDA $900m at $85/bbl oil; mid-cycle ($70/bbl) EBITDA would be 25% lower. Hedges add $150m EBITDA next year, then expire. Sustaining capex $500m; growth capex $200m. Tax 25%. Estimate a fair EV/EBITDA multiple and equity value, incorporating mid-cycle, hedge roll-off, and ARO treatment.","- Normalize EBITDA to mid-cycle: $900m × 0.75 = $675m.
- Capital intensity check:
- Proxy EBIT ≈ EBITDA − sustaining capex = 675 − 500 = $175m.
- NOPAT ≈ 175 × (1 − 0.25) = $131m.
- Unlevered FCF ≈ NOPAT when D&A ≈ sustaining capex. Low FCF vs EBITDA suggests a modest multiple.
Fair multiple selection:
- Upstream with high sustaining capex and decline risk typically 4–6x on mid-cycle EBITDA.
- Given FCF profile and hedge roll-off, use 5.0x mid-cycle.
Hedge treatment:
- One-year, non-recurring hedge gain should be valued separately, not capitalized in EBITDA.
- Add PV of hedge: $150m / 1.10 ≈ $136m (illustrative 10% discount rate).
Fair enterprise value (EV):
- Core EV = 5.0 × $675m = $3,375m.
- Plus PV hedge = $136m.
- Fair EV ≈ $3,511m.
Equity value (treat ARO as debt-like):
- Equity = EV − net debt − ARO = 3,511 − 2,000 − 700 ≈ $811m.
Cross-check vs current trading:
- Current EV (market-implied) = 4.8 × $900m = $4,320m.
- On mid-cycle EBITDA, market-implied multiple = 4,320 / 675 ≈ 6.4x.
- Conclusion: Shares appear overvalued; fair EV ≈ $3.5bn implies ~19% EV downside before equity, and larger after subtracting debt and ARO.
Key takeaways:
- Use mid-cycle EBITDA and include ARO in net liabilities.
- Do not capitalize temporary hedges; value them separately.
- Fair EV/EBITDA ≈ 5.0x; implied equity value ≈ $0.8bn."
"Voltia Telecom (EM quad-play) has EBITDA of $1,000m, of which $150m is towers. It considers selling 40% of towers at 18x; core ops trade 5.5x. Net debt/EBITDA = 3.2x. Capex/sales 24% falling to 18% in 3 years; spectrum renewal in year 2 costs 1.0x EBITDA. Estimate SOTP EV today and assess if deleveraging plus capex normalization supports a 6.5x core multiple. List key risks/catalysts.","- SOTP EV today (pre-transaction):
- Core EBITDA = 1,000 − 150 = 850
- Core EV @ 5.5x = 850 × 5.5 = 4,675
- Towers EV @ 18x = 150 × 18 = 2,700
- SOTP EV = 4,675 + 2,700 = 7,375
- Current leverage: Net debt = 3.2×1,000 = 3,200; ND/EBITDA = 3.2x.
- Tower sell-down and deleveraging:
- Proceeds (40% of tower EV) = 0.4 × 2,700 = 1,080
- If fully used to repay debt, pro forma net debt ≈ 3,200 − 1,080 = 2,120
- Pro forma ND/EBITDA ≈ 2.12x (control retained; EBITDA unchanged)
- Rerating assessment:
- Lower leverage (~2.1x) and capex intensity normalizing from 24% to 18% should lift FCF yield and reduce risk, supporting multiple expansion.
- Implied core EV @ 6.5x = 850 × 6.5 = 5,525
- Rerated SOTP EV = 5,525 (core) + 2,700 (towers) = 8,225
- EV uplift vs. today ≈ 8,225 − 7,375 = 850 (~11.5%). Given debt reduction, equity upside would be higher.
- Spectrum renewal (year 2, 1.0x EBITDA) is a potential offset. If funded from cash/proceeds, deleveraging benefit declines; if financed with debt, ND/EBITDA could step up ~1.0x temporarily, delaying rerating until FCF normalizes.
Conclusion: A 6.5x core multiple is defensible contingent on executing the tower sell-down, visibly reducing leverage to ~2x, and delivering the capex step-down without compromising network quality. Absent these, maintaining 5.5x is more appropriate.
Key risks:
- Renewal cost overrun/timing; regulatory tariff pressure; competitive ARPU erosion.
- Tower deal execution (valuation, tax/leakage, minority terms) and possible tower multiple compression with higher rates.
- Capex re-acceleration (5G densification, fiber overbuild); FX devaluation in EM.
- Governance/capital allocation (dividends vs. deleveraging).
Catalysts:
- Signed tower SPA and debt paydown; disclosure of capex glidepath and FCF targets.
- Tariff adjustments, churn/ARPU stabilization, spectrum terms clarity.
- Potential rating upgrade and peer multiple convergence."
"Northwind Bank (regional lender) has BVPS $30, forecast ROE 12%, cost of equity 10%, long‑term growth 4%. CET1 ratio is 14% vs 11% target; management plans 3% annual buybacks for three years. The stock trades at $32. Estimate the justified P/B and fair value per share. Is the stock undervalued, and will the buybacks increase intrinsic value?","- Justified P/B using excess return model: (ROE − g) / (r − g) = (0.12 − 0.04) / (0.10 − 0.04) = 0.08 / 0.06 = 1.33x.
- Implied fair value per share = 1.33 × $30 = ~$40.
- At $32, upside ≈ 25% (40/32 − 1), indicating undervaluation.
Buybacks:
- Current market P/B = 32/30 = 1.07x (slightly above book). Buybacks at >1.0x are modestly BVPS-dilutive (~0.2% per 3% buyback) but can still be value-accretive if done below intrinsic value.
- Since price ($32) < intrinsic value (~$40), repurchases should raise per-share intrinsic value. Excess CET1 (14% vs 11% target) allows this without constraining growth or breaching capital buffers.
Sensitivity/risk checks:
- If normalized ROE slips to 10% and g to 3%, justified P/B = (0.10 − 0.03)/(0.10 − 0.03) = 1.0x, fair value ≈ $30. In that case, $32 would not be attractive.
- Key risks: NIM compression, higher credit losses, or regulatory capital increases that depress ROE or limit distributions.
Conclusion: On base-case assumptions, Northwind is undervalued with a fair value near $40. The planned buybacks should be intrinsically value-accretive given purchases below estimated intrinsic value and surplus capital, though BVPS optics may be slightly negative near term."
"Coastal Meridian Bank (CMB) trades at 0.92x TBV of $31. ROTCE 12.5%, COE 11%, long‑run g 3%. CET1 11.5%. AFS AOCI is –$3.0/share and is included in TBV. Using a residual income approach for banks, estimate justified P/TBV and fair value. Briefly discuss whether an AOCI reversal materially alters the valuation.","- Framework: For banks, justified P/TBV ≈ 1 + (ROTCE − COE) / (COE − g).
- Inputs:
- ROTCE = 12.5%
- COE = 11.0%
- g = 3.0%
- TBV = $31
- Market P/TBV = 0.92x → Implied price ≈ 0.92 × 31 = $28.52
- Calculation:
- Spread = ROTCE − COE = 12.5% − 11.0% = 1.5%
- Denominator = COE − g = 11.0% − 3.0% = 8.0%
- Increment = 0.015 / 0.08 = 0.1875
- Justified P/TBV = 1 + 0.1875 = 1.1875x
- Fair value = 1.1875 × $31 ≈ $36.81
- AOCI consideration:
- TBV includes −$3.00/share AOCI. If rates fall and AOCI largely reverses, pro forma TBV ≈ $34.
- Holding ROTCE/COE/g constant, fair value ≈ 1.1875 × $34 ≈ $40.38.
- However, the driver of AOCI reversal (lower rates) may compress NIM and ROTCE, partially offsetting the TBV uplift; COE could also decline. Net effect likely positive but smaller than the mechanical $3.57 increase.
- Risk/sensitivity:
- If normalized ROTCE slips to ~11% (equal to COE), justified P/TBV ≈ 1.0x → fair value ≈ TBV.
- With CET1 at 11.5%, capital supports a sustainable payout enabling g ≈ 3%, consistent with the model.
Conclusion: On current inputs, CMB appears undervalued (market ≈ $28.52 vs. fair ≈ $36.81). AOCI reversal would further lift fair value, but watch the ROTCE path under changing rate scenarios."
"Rainier Endowment plans a 10% allocation to real estate: 10% in Northbridge Core Property Fund (private; exp. real return 4%, nominal 6%; vol 7%; corr: inflation +0.6, equities +0.2; 8-year rolling lockups, quarterly appraised NAV) vs 10% in Alderstone REIT (nominal 7.5%, vol 18%, corr: inflation +0.3, equities +0.7; daily liquidity). With 20-year real liabilities and annual 4% spending, which is preferable? Address inflation-hedge, liquidity, rebalancing, and appraisal smoothing.","Recommendation: Northbridge Core Property Fund is preferable for a 10% allocation, given liability-driven objectives—provided the endowment has adequate liquid reserves.
Rationale
- Liability match and inflation hedge:
- Higher inflation correlation (+0.6 vs +0.3) better protects real liabilities.
- Core private real estate’s lease-linked cash flows align with long-horizon, real spending needs.
- Portfolio diversification:
- Lower equity correlation (+0.2 vs +0.7) reduces reliance on public equity beta.
- Reported volatility is lower (7% vs 18%); true risk is higher than reported, but diversification benefits persist after de-smoothing.
- Return profile:
- Northbridge offers explicit 4% expected real return. Alderstone’s nominal 7.5% may not reliably translate into real return during inflation shocks given weaker inflation linkage and higher equity beta.
Key risks and mitigants
- Illiquidity and rebalancing:
- 8-year rolling lockups and potential redemption queues limit tactical rebalancing and can force cash raises elsewhere in stress.
- Mitigate by: maintaining 12–24 months of spending in liquid assets; setting a liquidity budget; pacing commitments to avoid vintage concentration.
- Appraisal smoothing and valuation lag:
- Quarterly appraisals understate volatility and delay drawdown recognition, which can lead to procyclical decisions.
- Use unsmoothing techniques in risk models and set rebalancing bands that account for stale NAVs.
- Governance:
- Predefine redemption, secondary-sale, and credit-line policies to avoid forced actions during liquidity crunches.
When Alderstone REIT could be preferable
- If the endowment is liquidity-constrained or relies on the real estate sleeve as a liquidity source, Alderstone’s daily liquidity and mark-to-market pricing enable faster rebalancing and cash access—albeit with higher drawdown risk and weaker inflation-hedge characteristics.
Bottom line
For a 20-year, real-liability objective, Northbridge better aligns with inflation protection and diversification. Proceed if the overall portfolio’s liquidity comfortably supports the lockup; otherwise, consider a smaller Northbridge weight complemented by a liquid REIT sleeve."
"TerraVoyage Hotels (TVH) trades at 9.5x EV/EBITDA (IFRS 16), net debt/EBITDA 3.0x; peers 11x. Next year EBITDA forecast $480m (RevPAR +6%, margin +150 bps). Maintenance capex 30% of EBITDA; growth capex $100m; cash interest 6% on net debt; lease cash payments $70m; tax 25%; WACC 8%. 35% of rooms are leased. Is a re-rating justified? Estimate next-year FCFE yield and justify premium/discount.","- Valuation setup
- EV = 9.5x × $480m = $4,560m
- Net debt = 3.0x × $480m = $1,440m
- Equity value (market cap) = $4,560m − $1,440m = $3,120m
- FCFE estimate (next year)
- EBITDA = $480m
- Assume D&A ≈ maintenance capex = 30% × $480m = $144m
- EBIT ≈ $480m − $144m = $336m
- Cash taxes on EBIT = 25% × $336m = $84m
- Cash interest = 6% × $1,440m = $86.4m; after-tax interest = $86.4m × (1 − 0.25) = $64.8m
- Lease cash payments = $70m
- Growth capex = $100m; maintenance capex = $144m
- FCFE ≈ EBITDA − taxes on EBIT − after-tax interest − maintenance capex − growth capex − lease payments
- FCFE ≈ 480 − 84 − 64.8 − 144 − 100 − 70 = $17.2m
- FCFE yield ≈ $17.2m / $3,120m = ~0.6%
- Sensitivities/normalization
- Ex-growth (no $100m growth capex): FCFE ≈ $117.2m; yield ≈ 3.8%
- Lease intensity (35% leased) raises financial risk and depresses equity cash yields under IFRS 16 despite higher EBITDA.
- Relative valuation
- Re-rating to 11x EV/EBITDA implies EV = $5,280m; equity = $3,840m; FCFE yield drops to ~0.45%.
- Peers at 11x likely have lower leverage and/or less lease intensity and stronger FCF conversion.
- Conclusion
- Current ~0.6% FCFE yield (3.8% normalized) versus 8% WACC does not support a full re-rating now.
- Maintain a discount of ~10–20% to peers (i.e., 8.8x–9.9x EV/EBITDA) until:
- Growth capex rolls off and FCFE improves,
- Lease-adjusted leverage declines,
- Evidence of sustained RevPAR/margin gains converts to cash."
"StreamFlare Entertainment posts revenue $5.0B and EBITDA $1.1B. Content spend $600M (70% capitalized, amortized straight-line over 3 years). Non-content capex is 5% of revenue; WACC 9%; tax 25%; zero NWC change. EBITDA grows 10% for 2 years, then 3% perpetuity. Net debt $2.1B; 250M shares at $28. Treat content as capex in FCFF. Is equity mispriced?","- Setup (treat content as capex):
- Capitalized content = 600 × 70% = 420
- Non-content capex = 5% × 5,000 = 250
- Steady-state D&A ≈ content amort (≈420) + non-content depn (≈250) = 670
- EBIT = EBITDA − D&A = 1,100 − 670 = 430
- NOPAT = EBIT × (1 − 0.25) = 430 × 0.75 = 322.5
- FCFF0 ≈ NOPAT + D&A − capex_total = 322.5 + 670 − (420 + 250) = 322.5
- Forecast FCFF:
- FCFF1 = 322.5 × 1.10 = 354.8
- FCFF2 = 354.8 × 1.10 = 390.3
- Terminal value (end of Year 2):
- FCFF3 = 390.3 × 1.03 = 402.0
- TV = 402.0 / (0.09 − 0.03) = 6,700
- Present value at 9%:
- PV(FCFF1) = 354.8 / 1.09 = 325.0
- PV(FCFF2) = 390.3 / 1.09^2 ≈ 328.5
- PV(TV) = 6,700 / 1.09^2 ≈ 5,638.6
- Enterprise value ≈ 325.0 + 328.5 + 5,638.6 = 6,292.1
- Equity value and per share:
- Equity ≈ EV − Net debt = 6,292.1 − 2,100 = 4,192.1
- Implied price ≈ 4,192.1 / 250 ≈ $16.8
Conclusion: Shares at $28 appear overvalued versus ~$16.8 implied.
Context and sensitivities:
- If WACC drops to 8% or long-run growth rises to 4%, EV increases materially; however, results are very sensitive to content economics.
- Treating content as capex is appropriate for a streaming platform; if content life extends beyond 3 years or amortization is slower, FCFF improves.
- Key risks to the thesis: higher churn/ARPU pressure driving lower sustainable growth, or underestimating library durability that would justify a higher terminal value."
"Redwood Urban REIT (RUR) owns multifamily assets. Next-year NOI $620m; maintenance capex 12% of NOI; G&A $50m. Appropriate cap rate 5.5% plus 40 bps for leverage. Net debt $4.2b; non-core land $200m; shares 300m. 80% fixed-rate debt, duration 4y; rates +50 bps expected. Stock at $15.20. With a 2% tracking-error budget, recommend overweight/underweight and justify via NAV and rate sensitivity.","- Set cap rate: 5.5% + 0.4% = 5.9%.
- NOI after maintenance capex: 620 × (1 − 0.12) = 545.6m.
Base NAV (excluding corporate G&A):
- Property value = 545.6 / 0.059 = $9,249m
- + Non-core land = $200m → Gross assets = $9,449m
- − Net debt = $4,200m → Equity NAV = $5,249m
- NAV/share = $5,249m / 300m ≈ $17.50
Adjusting for recurring G&A (capitalized at same cap rate):
- PV(G&A) = 50 / 0.059 ≈ $848m
- G&A-adjusted equity NAV = $5,249m − $848m = $4,401m
- NAV/share (incl. G&A) ≈ $14.67
Rate sensitivity (+50 bps to risk-free; assume +25 bps to cap rate to 6.15% given sector resilience and 80% fixed-rate debt):
- Property value = 545.6 / 0.0615 ≈ $8,874m
- + Land $200m → $9,074m
- − Net debt $4,200m → $4,874m
- NAV/share ex-G&A ≈ $16.25; incl. G&A (50/0.0615 ≈ $813m) ≈ $13.52
Conclusion and portfolio action:
- Valuation range: $14.7–$17.5 NAV/share today; $13.5–$16.3 under modest cap-rate expansion.
- At $15.20, RUR trades near G&A-adjusted NAV and at a discount to property-only NAV; downside appears limited by fixed-rate debt (4y duration) and multifamily fundamentals.
- Recommend a modest overweight of +50–100 bps within a 2% tracking-error budget, sized to the interest-rate beta. Use stop-loss/risk controls:
- Trim if implied cap rate compresses below 5.7% without NOI upgrades.
- Add if shares drop below $14.50 with stable NOI outlook.
- Key risks: faster cap-rate expansion, unexpected G&A growth, refinancing spread widening post-duration."
"PrairieGrid Utilities, a fully regulated electric T&D, has rate base $10bn, allowed ROE 9.6% with 52% equity layer. Rate base grows 7% for 5 years, then 3% perpetually. Payout ratio 65%; cost of equity 8.5%; shares outstanding 400m. Using a two-stage DDM anchored on allowed earnings, estimate fair value per share and state if the stock is attractive at $26.","- Allowed equity earnings (t=0): 0.096 × 0.52 × $10,000m = $499.2m
- Dividends (t=0): 65% × $499.2m = $324.5m → D0 per share = $324.5m / 400m = $0.811
- Growth: 7% for years 1–5, then 3% thereafter; r = 8.5%
Two-stage DDM:
- D1 = 0.811 × 1.07 = 0.868; D2 = 0.929; D3 = 0.994; D4 = 1.063; D5 = 1.138
- Terminal dividend: D6 = D5 × 1.03 = 1.171
- Terminal value at t=5: TV5 = D6 / (r − g) = 1.171 / (0.085 − 0.03) = 21.29
- Discount factors (8.5%): DF1–DF5 ≈ 0.922, 0.849, 0.783, 0.722, 0.666
- PV of D1–D5 ≈ 0.80 + 0.79 + 0.78 + 0.77 + 0.76 = 3.90
- PV of terminal: 21.29 × 0.666 ≈ 14.17
Estimated fair value per share ≈ 3.90 + 14.17 = $18.1
Conclusion:
- At $26, shares trade ~44% above intrinsic value; not attractive on a DDM basis.
Notes:
- Upside sensitivity: Lower r to 7.5% or sustained 8% rate base growth could lift value toward low-$20s; otherwise, current price embeds more favorable assumptions than stated."
"Praxis Motion Systems, a precision components manufacturer, posted FY24 revenue $1.2B, EBITDA margin 17%, capex 6% of sales, D&A 4% of sales, tax rate 25%. Net debt $450M; cash $50M. WACC 9%. Working-capital investment equals 2% of incremental sales. Expect 5% revenue CAGR and stable margins for 5 years, then 2% perpetual growth. Shares: 80M. What is the value per share?","Approach: FCFF with 5-year forecast at 5% growth; terminal at 2%; discount at 9%. Use margins on sales.
Key relationships (as % of sales):
- EBIT = 17% − 4% = 13%
- NOPAT = 13% × (1 − 25%) = 9.75%
- D&A = 4%; Capex = 6%
- ΔNWC = 2% of ΔSales
FCF margin ≈ 9.75% + 4% − 6% − 2%×ΔSales/Sales
With constant 5% growth, ΔSales/Sales ≈ 4.7619%, so ΔNWC ≈ 0.0952% of sales.
FCF margin ≈ 7.6548%.
Forecast (USD mm):
- Sales Y1–Y5: 1,260; 1,323; 1,389.15; 1,458.61; 1,531.54
- FCF Y1–Y5 = Sales × 7.6548% ≈ 96.45; 101.27; 106.34; 111.65; 117.24
- Discount factors (9%): 1.09; 1.1881; 1.2950; 1.4116; 1.5386
- PV FCFs ≈ 88.49; 85.24; 82.15; 79.11; 76.19 → Sum ≈ 411.18
Terminal value at t=5:
- FCF6 = 117.24 × 1.02 = 119.59
- TV5 = 119.59 / (0.09 − 0.02) ≈ 1,708.29
- PV(TV) = 1,708.29 / 1.5386 ≈ 1,110.5
Enterprise value ≈ 411.2 + 1,110.5 = 1,521.7
Equity value ≈ 1,521.7 − 450 = 1,071.7
Per share ≈ 1,071.7 / 80 ≈ $13.40
Sanity check: EV/EBITDA ≈ 1,521.7 / (17% × 1,200) ≈ 7.5x, reasonable for a mid-cap manufacturer.
Conclusion: Intrinsic value ≈ $13.40 per share (rounded)."
"Skylance Avionics (defense avionics) trades at 8.0x EV/EBITDA (TTM). EV currently includes $1.2bn customer advances and excludes a $600m pension deficit; EBITDA is $900m with $180m expensed R&D (assume 3-year life, straight-line). Peers trade at 10.5x on R&D-capitalized EBITDA and EV adjusted to treat advances/pensions as operating. After adjustments, is Skylance undervalued? Briefly justify.","- Reported EV = 8.0x × $900m = $7.2bn.
- EV adjustments (treat advances/pension as operating):
- Subtract customer advances: −$1.2bn
- Add pension deficit: +$0.6bn
- Adjusted EV = $7.2bn − $1.2bn + $0.6bn = $6.6bn.
- R&D capitalization (EBITDA basis): add back expensed R&D since amortization is below EBITDA.
- Adjusted EBITDA = $900m + $180m = $1,080m.
Adjusted multiple:
- EV/EBITDA (adjusted) = $6.6bn / $1,080m ≈ 6.1x vs peers at 10.5x.
Conclusion:
- On a like-for-like basis, Skylance trades at a ~42% discount (6.1/10.5 − 1 ≈ −42%). If re-rated to peer levels, implied EV ≈ 10.5 × $1,080m = $11.34bn, suggesting ~72% upside vs $6.6bn.
Key considerations:
- Advances: If durable (common in A&D progress payments), treating as operating is appropriate; if set to unwind, some discount is warranted.
- Pension: The $600m deficit implies future cash contributions; add-to-EV is correct. If discount rate/asset returns normalize, deficit could shrink, offering optionality.
- Contract mix: Higher fixed-price development exposure, program resets, or export licensing risk could justify a structural discount. Conversely, cost-plus/service-heavy mix and sticky avionics sustainment would support a higher multiple.
- R&D: Capitalization assumes steady-state innovation spend with multi-year benefit. If R&D success is uncertain or spike-y, a lower multiple may persist.
Bottom line: Adjusted analysis indicates clear undervaluation relative to peers. Unless Skylance has materially riskier program mix or impending unwind of advances/pension cash drain beyond peers, the current discount appears excessive."
